layer,latent_mult,k,context_mode,feature_set,donor_type,receiver_row_idx,donor_row_idx,receiver_example_id,donor_example_id,alpha,base_score,patched_score,delta,n_selected_features,n_active_receiver_tokens,selected_features,repair,strong_repair
18,2,4,dept_role,control3,anomalous,1692,1693,ACM2278:228,ACM2278:231,0.25,0.34236299991607666,0.3460914194583893,0.003728419542312622,3,0,"[863, 960, 968]",False,False
18,2,4,dept_role,control3,anomalous,1693,1692,ACM2278:231,ACM2278:228,0.25,0.3368968963623047,0.3371765613555908,0.0002796649932861328,3,0,"[863, 960, 968]",False,False
18,2,4,dept_role,control3,anomalous,1694,1692,ACM2278:232,ACM2278:228,0.25,0.3103208541870117,0.30942466855049133,-0.0008961856365203857,3,0,"[863, 960, 968]",True,False
18,2,4,dept_role,control3,anomalous,1695,1693,ACM2278:233,ACM2278:231,0.25,0.444414883852005,0.4449712038040161,0.0005563199520111084,3,0,"[863, 960, 968]",False,False
18,2,4,dept_role,control3,anomalous,1696,1695,ACM2278:234,ACM2278:233,0.25,0.4246574342250824,0.42848196625709534,0.0038245320320129395,3,0,"[863, 960, 968]",False,False
18,2,4,dept_role,control3,anomalous,25375,25381,CDE1846:415,CDE1846:423,0.25,0.48000627756118774,0.4743364751338959,-0.00566980242729187,3,0,"[863, 960, 968]",True,False
18,2,4,dept_role,control3,anomalous,25376,25385,CDE1846:416,CDE1846:429,0.25,0.476402223110199,0.47788652777671814,0.001484304666519165,3,0,"[863, 960, 968]",False,False
18,2,4,dept_role,control3,anomalous,25377,25382,CDE1846:417,CDE1846:424,0.25,0.4381938576698303,0.4368305504322052,-0.001363307237625122,3,0,"[863, 960, 968]",True,False
18,2,4,dept_role,control3,anomalous,25378,25377,CDE1846:420,CDE1846:417,0.25,0.41655200719833374,0.4180206060409546,0.0014685988426208496,3,0,"[863, 960, 968]",False,False
18,2,4,dept_role,control3,anomalous,25379,25376,CDE1846:421,CDE1846:416,0.25,0.4224047064781189,0.42614760994911194,0.003742903470993042,3,0,"[863, 960, 968]",False,False
18,2,4,dept_role,control3,anomalous,25380,25384,CDE1846:422,CDE1846:428,0.25,0.4740689694881439,0.4730420708656311,-0.0010268986225128174,3,0,"[863, 960, 968]",True,False
18,2,4,dept_role,control3,anomalous,25381,25377,CDE1846:423,CDE1846:417,0.25,0.4615910053253174,0.4596976935863495,-0.0018933117389678955,3,0,"[863, 960, 968]",True,False
18,2,4,dept_role,control3,anomalous,25382,25378,CDE1846:424,CDE1846:420,0.25,0.4656012952327728,0.4617767930030823,-0.0038245022296905518,3,0,"[863, 960, 968]",True,False
18,2,4,dept_role,control3,anomalous,25383,25375,CDE1846:427,CDE1846:415,0.25,0.4605143070220947,0.46626269817352295,0.005748391151428223,3,0,"[863, 960, 968]",False,False
18,2,4,dept_role,control3,anomalous,25384,25376,CDE1846:428,CDE1846:416,0.25,0.4696827530860901,0.4771471619606018,0.007464408874511719,3,0,"[863, 960, 968]",False,False
18,2,4,dept_role,control3,anomalous,25385,25378,CDE1846:429,CDE1846:420,0.25,0.48370906710624695,0.49010521173477173,0.00639614462852478,3,0,"[863, 960, 968]",False,False
